trans_code,acct_num,trans_dt,debit_amt,credit_amt,balance,description,teller_id
LEG1443861,00003396,28-01-2024,0.0,8713.5,27653.38,ATM Withdrawal,T0160
LEG0652708,ACC 00004067,13-02-2024,0.0,22482.49,13099.57,Bill Payment,T0105
LEG4457528,ACC00002165,12-25-2023,0.0,14013.5,22270.75,Wire Transfer,T0130
LEG0313832,ACC 00010850,01-21-2024,0.0,18780.31,55984.19,Card Purchase,T0209
LEG6165105,ACC 00001539,01-19-2024,21629.9,0.0,74722.29,Online Purchase,T0115
LEG6886238,ACC00005395,09-10-2023,0.0,21832.28,54650.79,Bill Payment,T0229
LEG3422012,ACC00010771,04-05-2024,0.0,7321.81,86397.58,Transfer Out,T0174
LEG3892055,ACC 00004313,20231008,0.0,22695.84,11204.63,Online Purchase,T0106
LEG0484586,00006622,03/20/24,6370.26,0.0,69516.97,Bill Payment,T0217
LEG1281907,00006470,20231123,0.0,-6409.4,81665.62,Direct Deposit,T0215
LEG4167455,00010543,12-26-2023,19789.43,0.0,67279.01,Bill Payment,T0197
LEG7068673,ACC-0000-4958,10/23/23,12926.43,0.0,99014.16,Interest Payment,T0142
LEG2527848,ACC00004849,09-10-2023,0.0,15265.05,23372.93,Bill Payment,T0122
LEG8621560,00010843,02/20/24,24927.04,0.0,41558.32,Direct Deposit,T0206
LEG2145453,ACC00008792,01/01/24,2904.48,0.0,18423.48,Card Purchase,T0229
LEG5268028,ACC-0000-4893,11-02-2023,0.0,4880.66,80791.73,Card Purchase,T0227
LEG0315711,00002236,20231206,6092.15,0.0,14701.19,Monthly Fee,T0128
LEG0770260,ACC 00009890,22-03-2024,0.0,3615.91,41236.9,Card Purchase,T0142
LEG3498097,ACC00010724,10/25/23,0.0,23684.61,55927.18,Check Deposit,T0142
LEG6603728,00007191,02-17-2024,10813.63,0.0,69856.09,Check Deposit,T0235
LEG1154820,ACC 00003568,19-09-2023,23318.31,0.0,31802.69,Transfer In,T0240
LEG9724030,ACC-0000-8951,20231101,0.0,13277.5,74940.0,Check Deposit,T0189
LEG9763710,ACC-0000-8654,13-10-2023,16653.1,0.0,975.65,Bill Payment,T0205
LEG6215215,ACC 00003440,01-09-2024,6621.82,-0.0,28368.28,Interest Payment,T0111
LEG9771552,ACC00001680,20231104,0.0,-12670.57,63558.58,Transfer Out,T0225
LEG6352739,ACC-0000-5700,29-02-2024,0.0,13946.95,85208.83,Bill Payment,T0122
LEG6044916,ACC 00007389,25-12-2023,22182.16,0.0,46263.97,Online Purchase,T0123
LEG6045945,ACC-0000-5640,11-12-2023,0.0,19092.09,7736.69,ATM Withdrawal,T0176
LEG6312990,00007988,20231015,21140.32,0.0,29733.33,ATM Withdrawal,T0112
LEG1599082,ACC 00007289,20240315,0.0,642.43,78708.59,ATM Withdrawal,T0237
LEG7087108,ACC 00005316,20231128,0.0,10945.58,13204.39,Direct Deposit,T0228
LEG7962236,ACC-0000-5997,02/04/24,0.0,17430.91,46575.7,Transfer Out,
LEG9299125,00005929,02/07/24,19511.08,0.0,19859.45,Interest Payment,T0144
LEG4491219,ACC-0000-2950,03-02-2024,0.0,24938.46,73143.63,Transfer In,T0118
LEG3496533,ACC00005827,01-06-2024,0.0,4977.19,41712.33,Transfer Out,T0247
LEG0101659,ACC00002131,03-24-2024,7557.14,0.0,50912.48,Online Purchase,T0104
LEG4638981,00003015,03-04-2024,0.0,3045.33,16517.23,Monthly Fee,T0131
LEG5786032,ACC-0001-0507,02/18/24,0.0,2530.92,51453.87,Online Purchase,T0224
LEG6517270,ACC 00003677,20240331,353.34,0.0,75261.8,Check Deposit,T0185
LEG2215413,ACC-0000-2428,02/16/24,0.0,14467.47,14505.34,Card Purchase,T0170
LEG3062416,00010750,02/08/24,0.0,8095.61,13126.05,ATM Withdrawal,T0175
LEG3982534,00009797,02/05/24,22283.1,0.0,16633.48,Monthly Fee,T0226
LEG0392902,ACC00009836,11-11-2023,7157.69,0.0,52785.88,ATM Withdrawal,T0173
LEG6836519,00006306,02-17-2024,0.0,6502.15,54487.38,Bill Payment,T0118
LEG3267529,ACC 00008673,02-26-2024,24603.39,0.0,96885.56,Card Purchase,T0214
LEG7475208,ACC-0000-9540,15-02-2024,13016.83,0.0,65714.91,Check Deposit,T0127
LEG6675674,ACC00002879,20231116,0.0,23799.99,76861.1,Card Purchase,T0197
LEG6104235,ACC 00005429,09/27/23,8707.67,0.0,45711.55,Monthly Fee,T0151
LEG0044920,00002915,27-11-2023,8110.06,0.0,48162.19,Monthly Fee,T0168
LEG0447049,ACC-0000-4466,20231018,0.0,7927.94,710.52,Transfer Out,T0142
LEG1030596,ACC00008932,23-12-2023,8190.02,0.0,96616.38,Interest Payment,T0167
LEG5877068,ACC-0000-4012,29-09-2023,15718.74,0.0,77657.82,Bill Payment,T0149
LEG8000452,ACC-0000-7429,20231104,0.0,5769.93,93954.71,Direct Deposit,T0165
LEG5508363,ACC 00002615,12/13/23,1732.43,0.0,40956.87,Monthly Fee,T0121
LEG1113590,00008606,25-11-2023,9822.35,0.0,30193.19,Interest Payment,T0143
LEG6456266,ACC 00003770,02-05-2024,10329.72,0.0,28806.15,Interest Payment,T0225
LEG4270872,ACC-0001-0231,14-12-2023,0.0,2258.72,33970.69,Refund,T0164
LEG2401915,ACC00010429,11-03-2023,0.0,22354.8,70710.08,Transfer Out,T0190
LEG2641640,ACC 00009956,20240112,0.0,18168.13,38957.25,ATM Withdrawal,T0223
LEG6065643,00005394,09-30-2023,0.0,6541.07,36640.81,Interest Payment,T0137
LEG0099722,00006903,20240313,5211.42,0.0,38465.31,Monthly Fee,T0197
LEG1967119,ACC-0000-8190,09-25-2023,1438.36,0.0,44170.25,Check Deposit,T0182
LEG7744046,ACC-0000-4186,04/02/24,0.0,13399.27,55774.78,Transfer Out,T0191
LEG9583357,00007410,08-01-2024,12137.64,0.0,38273.45,Transfer Out,T0214
LEG7012732,ACC00004120,20240105,0.0,20089.85,39693.93,Transfer In,T0115
LEG0678459,ACC 00006363,20230927,0.0,24811.86,94462.8,Transfer In,T0212
LEG3275240,ACC00004480,15-12-2023,0.0,21844.25,8285.72,Interest Payment,T0159
LEG2573675,00007614,01-19-2024,0.0,13295.35,3949.32,Wire Transfer,T0130
LEG9526378,ACC-0000-3673,11-04-2023,19426.49,0.0,21557.36,Direct Deposit,T0218
LEG3474555,ACC00001005,01-28-2024,0.0,9472.93,88748.81,Online Purchase,T0226
LEG3446174,ACC00007801,11/12/23,10346.7,0.0,97030.8,Interest Payment,T0203
LEG8102659,ACC 00005730,02/12/24,24398.77,0.0,44100.83,ATM Withdrawal,T0102
LEG1093034,ACC-0000-7080,10-12-2023,20302.68,0.0,97195.45,Direct Deposit,T0102
LEG2904278,ACC 00008991,12-02-2023,3118.64,0.0,80901.58,Transfer In,
LEG2738064,ACC-0000-3099,09-10-2023,0.0,22591.55,22625.43,Bill Payment,T0173
LEG5930709,ACC00008248,01/10/24,16573.32,0.0,76709.74,Refund,T0102
LEG3153811,ACC-0000-6960,11-25-2023,0.0,5396.32,26766.62,Wire Transfer,T0172
LEG6247951,00006143,20-11-2023,0.0,10004.17,74916.77,Direct Deposit,T0243
LEG7447593,00001228,10-12-2023,0.0,19144.6,34045.98,Check Deposit,T0107
LEG7094345,ACC-0000-6555,12/08/23,21188.44,0.0,88152.24,Transfer In,T0166
LEG8582155,00010806,20240309,0.0,19623.02,8086.92,Interest Payment,T0119
LEG6218151,ACC-0000-6396,03-04-2024,0.0,18959.02,39526.23,Bill Payment,T0137
LEG0633000,ACC00007726,07-11-2023,24936.07,0.0,5491.69,Interest Payment,T0216
LEG3066884,ACC00007286,20240109,22458.52,0.0,92170.52,Direct Deposit,T0180
LEG4827392,ACC00004607,24-11-2023,234.01,0.0,10008.61,Transfer In,T0155
LEG3903960,ACC00002603,31-03-2024,0.0,17060.67,91995.07,Card Purchase,T0150
LEG4621217,ACC-0000-5145,20240214,18855.78,0.0,54675.19,Transfer In,T0122
LEG9855577,00003774,01/17/24,0.0,4603.36,38636.2,Transfer In,T0147
LEG8356418,ACC00009624,12/28/23,24331.98,0.0,76060.87,Transfer Out,T0216
LEG3932343,ACC00003805,20240306,0.0,18711.66,52130.35,Transfer Out,T0165
LEG6104844,ACC00004975,10/19/23,5983.05,0.0,38254.11,Interest Payment,T0144
LEG0365764,00007390,20240215,0.0,3004.66,52160.74,Bill Payment,T0177
LEG7120826,ACC 00006392,20240213,5846.64,0.0,97847.1,Transfer In,
LEG7029239,ACC-0000-4259,01-02-2024,1624.89,0.0,42638.92,Monthly Fee,T0223
LEG9266723,ACC 00001985,03/21/24,3512.81,0.0,77127.52,Transfer In,T0230
LEG3137683,ACC-0000-9606,13-01-2024,1314.3,0.0,33802.71,Card Purchase,T0173
LEG0816401,ACC 00005305,20240104,0.0,9758.72,59274.0,Direct Deposit,T0188
LEG8712090,ACC 00005182,20231211,1271.33,0.0,37051.29,Card Purchase,T0127
LEG5960362,00008415,24-03-2024,0.0,20823.06,68376.1,Transfer Out,T0185
LEG6174741,00004750,11-03-2023,0.0,7426.01,80471.12,Online Purchase,T0215
LEG0150397,ACC-0000-5075,11-10-2023,0.0,7604.96,76799.79,Refund,T0112
LEG9103554,ACC 00002255,04-10-2023,0.0,820.29,52164.74,Bill Payment,T0182
LEG7703725,ACC-0001-0424,11-23-2023,20652.32,0.0,93214.47,Transfer In,T0125
LEG5642595,00007864,20231220,23981.24,0.0,42976.66,ATM Withdrawal,T0103
LEG0345925,ACC00006684,12-19-2023,0.0,102.77,73593.75,Card Purchase,T0135
LEG7185647,ACC 00003595,12/31/23,8090.76,-0.0,74045.1,Monthly Fee,T0172
LEG4644823,ACC00001571,02/13/24,0.0,1102.63,28060.64,Online Purchase,T0137
LEG7570997,ACC 00007817,02/17/24,0.0,14349.52,67629.4,Refund,T0192
LEG7386541,ACC 00009075,03-20-2024,0.0,14292.95,50681.03,Transfer Out,T0159
LEG4844302,ACC-0000-2372,10/12/23,8328.21,0.0,39752.22,ATM Withdrawal,T0170
LEG9656391,ACC00008693,03/17/24,0.0,4478.57,22577.8,Transfer Out,T0243
LEG0435667,ACC00002511,01/05/24,20031.65,0.0,64628.79,Card Purchase,T0177
LEG3804446,ACC00010280,20-02-2024,2284.28,0.0,51767.16,Monthly Fee,T0185
LEG3238267,00001388,22-01-2024,0.0,17749.25,82886.98,Card Purchase,T0138
LEG8660686,ACC-0000-4639,11/01/23,0.0,4089.76,89556.34,Interest Payment,T0149
LEG6729270,ACC00001654,10/27/23,11702.8,0.0,79331.83,Bill Payment,T0180
LEG8285287,ACC 00004280,01-10-2024,0.0,5353.21,61663.54,Bill Payment,T0248
LEG1459833,ACC00005856,02-21-2024,6431.08,0.0,96060.39,Online Purchase,T0101
LEG6506171,ACC00004321,30-03-2024,2163.91,0.0,52724.49,Monthly Fee,T0121
LEG0182631,00003603,02/28/24,22346.0,0.0,74.45,Refund,T0245
LEG5988940,ACC00008130,02-17-2024,7473.75,0.0,27055.08,Direct Deposit,T0185
LEG4315201,00009647,10-17-2023,0.0,8359.65,37689.96,Interest Payment,T0152
LEG4264009,ACC-0000-3658,01/20/24,0.0,12395.99,72387.14,ATM Withdrawal,T0232
LEG2454302,ACC-0001-0412,20-03-2024,0.0,1947.11,46029.22,Wire Transfer,T0110
LEG2509360,ACC00010942,01-05-2024,0.0,17147.83,85576.66,Online Purchase,T0111
LEG9643049,ACC 00010902,23-09-2023,23748.88,0.0,27313.3,Transfer Out,T0236
LEG6985879,ACC 00004434,01-04-2024,0.0,4613.11,1984.25,Wire Transfer,T0244
LEG7596924,ACC-0000-7951,20231128,2725.21,0.0,73560.76,Transfer Out,T0249
LEG5833637,ACC00009303,03-24-2024,24025.46,0.0,66525.37,Transfer Out,T0129
LEG7992755,ACC00006849,09/18/23,11044.29,0.0,64052.12,Check Deposit,T0221
LEG1463754,00005780,10-01-2024,0.0,10492.63,77835.28,Interest Payment,T0153
LEG8216179,00010143,21-11-2023,4702.41,0.0,92441.27,ATM Withdrawal,T0186
LEG0698393,ACC-0000-5121,20240213,12464.75,0.0,72562.98,Card Purchase,
LEG6755092,ACC 00009833,03/05/24,0.0,4709.95,86318.17,Bill Payment,T0238
LEG4255826,ACC-0000-7986,14-12-2023,0.0,336.33,61802.75,Card Purchase,T0215
LEG2127702,ACC 00007948,08-02-2024,15280.09,0.0,11316.63,Transfer In,T0239
LEG7942393,ACC 00009523,20231009,0.0,13827.13,83685.67,Wire Transfer,
LEG8250299,ACC-0000-2724,02/23/24,7784.85,0.0,30440.47,Check Deposit,T0237
LEG7167686,00006401,20240130,0.0,23142.32,34358.37,Interest Payment,T0177
LEG8136562,ACC-0000-3837,03-27-2024,0.0,11061.61,27012.27,Monthly Fee,T0132
LEG6899379,00005201,12/20/23,0.0,22639.44,60560.72,Check Deposit,T0141
LEG8562655,ACC 00002310,01-01-2024,0.0,1765.66,1800.0,ATM Withdrawal,T0129
LEG9070138,ACC-0000-3539,02-26-2024,0.0,9746.89,46182.97,Transfer Out,
LEG4292763,ACC 00003286,20231122,0.0,2335.84,7484.13,Refund,T0145
LEG1705087,ACC 00002354,02-12-2023,0.0,996.97,54185.75,Wire Transfer,T0247
LEG9861562,00006845,20231110,22589.27,0.0,84143.22,Online Purchase,T0101
LEG9719227,ACC 00009229,09/28/23,0.0,22163.12,36855.68,Refund,T0136
LEG8325648,00001543,21-10-2023,0.0,8728.19,96182.24,ATM Withdrawal,T0204
LEG9650621,ACC 00009151,10-22-2023,0.0,23573.51,95711.92,Card Purchase,T0228
LEG8938241,ACC00008719,10/10/23,0.0,17587.53,75483.33,Wire Transfer,T0108
LEG4738727,ACC-0000-9812,23-02-2024,0.0,3033.39,13405.1,Card Purchase,T0170
LEG4692401,ACC00009386,11-19-2023,0.0,5488.12,13000.45,Refund,T0206
LEG9422277,ACC 00007243,03/10/24,0.0,17592.0,88589.37,Transfer In,T0236
LEG4699844,ACC00005736,20231002,0.0,10452.3,6190.6,Bill Payment,T0215
LEG4542156,ACC-0000-3607,01-04-2024,0.0,20125.2,39605.15,Wire Transfer,T0190
LEG5652414,00006166,03/02/24,0.0,4164.25,52045.27,ATM Withdrawal,T0240
LEG1057831,00003946,20240211,0.0,7704.13,38352.34,Direct Deposit,T0125
LEG5109638,ACC 00004038,20231220,0.0,22677.83,21066.18,Transfer Out,
LEG3953195,ACC-0000-3099,20231009,24440.66,0.0,19192.02,Online Purchase,T0247
LEG3617534,ACC 00010613,09/23/23,3206.13,0.0,26315.85,Bill Payment,T0106
LEG3542363,ACC 00002089,11/17/23,5074.26,0.0,99226.77,Wire Transfer,T0207
LEG8254175,ACC 00005158,09/24/23,0.0,5709.3,43865.08,Bill Payment,T0150
LEG9681486,ACC-0000-5911,10-09-2023,0.0,4701.7,80461.51,Wire Transfer,T0244
LEG1368287,ACC00001545,11-27-2023,6714.88,0.0,1314.36,Transfer In,T0235
LEG2989073,ACC-0000-7377,20-11-2023,0.0,17965.41,92959.72,Bill Payment,T0210
LEG1313176,ACC 00009178,20-09-2023,0.0,22524.86,71391.29,Online Purchase,T0108
LEG7658295,ACC-0000-7863,12-28-2023,0.0,8920.06,53454.02,Bill Payment,T0193
LEG6435864,ACC-0000-9610,29-11-2023,0.0,23855.94,63488.19,Refund,T0155
LEG5441918,ACC-0000-4960,02-04-2024,0.0,21423.09,58954.48,Bill Payment,T0194
LEG6087367,ACC 00004291,20240312,5863.13,0.0,53174.55,Check Deposit,
LEG7024561,ACC00009596,07-10-2023,21320.22,0.0,11638.64,Monthly Fee,T0123
LEG8490715,ACC00008647,11/01/23,0.0,19313.07,77817.03,Check Deposit,T0235
LEG2141236,00004046,12-25-2023,0.0,9304.03,22727.81,Bill Payment,T0151
LEG9223819,ACC 00004869,11/29/23,0.0,4135.4,56798.48,Transfer Out,T0148
LEG7435541,ACC-0000-4823,10-29-2023,0.0,21127.27,84508.99,Check Deposit,T0153
LEG0608784,00010389,11/15/23,4039.94,0.0,83991.25,Bill Payment,T0236
LEG5532096,00009798,20231026,0.0,23847.34,52091.18,Monthly Fee,T0168
LEG6125865,ACC00003264,06-02-2024,0.0,3840.88,44997.6,Bill Payment,T0124
LEG2292776,ACC-0000-1107,10-21-2023,0.0,1013.23,32352.48,Direct Deposit,T0212
LEG2402700,ACC 00009399,02/15/24,11151.75,0.0,10337.56,Monthly Fee,T0139
LEG0560800,ACC00008620,09/19/23,9356.02,0.0,80874.6,Refund,T0194
LEG1424487,ACC 00004702,02-05-2024,6980.7,0.0,43542.63,Bill Payment,T0104
LEG8730333,ACC00004008,02-29-2024,0.0,18683.77,80447.31,Transfer Out,T0150
LEG0190908,ACC-0000-8594,03/22/24,0.0,12664.94,24369.82,Transfer In,T0178
LEG4930076,ACC00007425,01-09-2024,0.0,3722.67,43544.78,Monthly Fee,T0244
LEG6997863,ACC 00010173,02-10-2023,17219.06,0.0,49235.05,Monthly Fee,T0212
LEG1005832,ACC 00005158,07-01-2024,12125.78,0.0,88820.33,Card Purchase,T0171
LEG2980437,ACC-0000-9163,21-01-2024,0.0,24966.19,22347.61,Monthly Fee,T0205
LEG5429977,ACC00003202,12/11/23,0.0,5012.21,96105.89,Refund,T0243
LEG1060996,ACC 00001016,03/08/24,0.0,10844.35,17504.25,Bill Payment,T0233
LEG2302565,00001243,20240318,0.0,19700.49,6165.68,Wire Transfer,T0149
LEG7343316,00005820,04-04-2024,11734.52,0.0,82282.21,ATM Withdrawal,T0142
LEG7732976,ACC-0000-5403,05-12-2023,4792.86,0.0,87510.21,Interest Payment,T0151
LEG7421609,ACC-0000-3000,03/18/24,0.0,22629.38,42446.62,Transfer In,T0199
LEG1142684,ACC-0000-3652,12-01-2024,18196.33,0.0,75168.65,Transfer In,T0150
LEG2375728,ACC-0000-6999,10-11-2023,3704.26,0.0,96954.95,Direct Deposit,T0222
LEG2087382,ACC-0000-6938,24-10-2023,0.0,12022.15,58741.83,Direct Deposit,T0236
LEG5222940,ACC-0000-4175,04-01-2024,0.0,2134.58,92139.76,ATM Withdrawal,T0138
LEG7336874,ACC-0000-3251,11/17/23,13724.32,0.0,39734.65,Interest Payment,T0107
LEG4455411,00007205,20240120,19559.46,0.0,20744.75,Transfer Out,T0110
LEG9142894,ACC-0000-4711,01/18/24,4158.89,0.0,39407.46,Direct Deposit,T0232
LEG7916808,ACC-0000-3264,20231001,0.0,19526.49,47576.58,Online Purchase,T0244
LEG9344729,00008022,04-04-2024,0.0,22926.82,18871.73,Transfer Out,T0227
LEG1752213,ACC-0000-6532,03-16-2024,0.0,2074.13,85337.74,Transfer In,T0144
LEG6743485,ACC-0000-3726,01/17/24,3597.5,0.0,35932.03,ATM Withdrawal,T0233
LEG3757953,ACC-0000-8061,14-03-2024,0.0,13360.42,6599.46,Refund,T0122
LEG9796715,ACC-0001-0908,12/25/23,3369.02,0.0,93078.1,Check Deposit,T0146
LEG7736593,ACC00007319,03-30-2024,0.0,12409.49,75414.81,Interest Payment,T0176
LEG5843159,ACC-0000-1856,11-18-2023,4039.72,0.0,71005.2,Refund,T0242
LEG5951207,ACC-0000-9936,14-12-2023,17118.63,0.0,39658.82,Check Deposit,T0242
LEG1675193,ACC00001804,10-31-2023,22142.78,0.0,24275.56,Wire Transfer,T0164
LEG4602687,00003326,01-12-2024,23116.41,0.0,85174.0,ATM Withdrawal,T0193
LEG1911636,ACC-0000-2224,20231022,0.0,2816.49,22224.17,Monthly Fee,T0242
LEG3343700,ACC-0000-2855,03/20/24,15857.9,0.0,51871.52,Interest Payment,T0139
LEG0680466,ACC00005947,10-10-2023,0.0,8091.47,17416.93,Check Deposit,T0178
LEG6210016,ACC00007980,05-01-2024,0.0,24123.9,374.35,Bill Payment,T0174
LEG3465354,ACC-0000-7310,20240219,15023.46,0.0,32665.92,Online Purchase,T0221
LEG7974059,ACC 00005162,01/05/24,20328.86,0.0,73339.33,Card Purchase,T0226
LEG1518902,ACC00001194,18-10-2023,0.0,24528.2,99924.71,Interest Payment,T0147
LEG4487705,00006575,02-08-2024,5477.11,0.0,44949.9,ATM Withdrawal,T0187
LEG8678613,ACC 00005246,26-12-2023,22425.33,0.0,1961.01,Direct Deposit,T0200
LEG1436379,ACC-0000-8501,12/18/23,0.0,22425.64,11726.54,Transfer In,T0192
LEG7230758,ACC 00005039,30-03-2024,0.0,4109.8,17940.82,Direct Deposit,T0232
LEG0738719,ACC 00002956,20240225,0.0,14755.5,93353.05,Interest Payment,T0119
LEG4863947,ACC-0000-7129,02-17-2024,0.0,15207.73,77574.08,Bill Payment,T0148
LEG9004163,ACC 00006881,23-02-2024,0.0,697.62,99793.98,Wire Transfer,T0175
LEG3828717,00010957,20240205,0.0,11151.52,59409.96,Refund,T0113
LEG6823290,ACC 00002222,20231116,0.0,9815.67,98661.66,Interest Payment,T0169
LEG1433951,ACC 00004979,12-03-2023,0.0,21502.02,30384.05,Card Purchase,T0161
LEG4255644,ACC00005522,12/12/23,0.0,4127.84,63425.19,Card Purchase,T0215
LEG9832229,00007291,11/26/23,13734.81,0.0,33403.21,Transfer Out,T0115
LEG4579992,ACC 00009539,20231111,0.0,15782.35,4185.54,Monthly Fee,T0153
LEG9552501,00004427,02/16/24,0.0,6929.5,84521.94,Online Purchase,T0192
LEG5874173,00001818,26-03-2024,9940.15,0.0,6783.07,Online Purchase,T0103
LEG1502544,ACC00010634,12-04-2023,9955.66,0.0,21128.69,Interest Payment,T0196
LEG5766706,ACC 00005549,10/13/23,1320.37,0.0,78314.63,Monthly Fee,T0224
LEG3602900,ACC 00004982,03/17/24,10920.33,0.0,44071.11,Transfer In,T0119
LEG5327348,ACC 00005256,11-11-2023,0.0,15635.2,75713.72,Transfer In,T0246
LEG8146008,00001393,02/14/24,17045.57,0.0,2543.21,Interest Payment,T0177
LEG4178273,ACC00008277,20240224,8512.9,0.0,22236.66,Refund,T0165
LEG8001395,ACC-0000-6117,09-10-2023,0.0,21071.01,58150.72,Wire Transfer,T0105
LEG6492933,00005846,24-12-2023,10412.28,0.0,51232.84,Wire Transfer,T0215
LEG2417959,ACC00010394,20240315,22196.66,0.0,78947.86,Card Purchase,T0177
LEG6783512,ACC00004343,20231230,346.3,0.0,9713.25,Transfer Out,T0140
LEG8911995,ACC00005989,01-11-2023,0.0,956.18,18926.92,Bill Payment,T0211
LEG4119394,ACC-0000-6628,26-12-2023,0.0,5187.24,66301.15,Transfer Out,T0234
LEG4419766,ACC 00003973,20240306,15941.74,0.0,77658.38,Wire Transfer,T0187
LEG9687711,00004779,02-02-2024,13063.92,0.0,4731.55,Refund,T0139
LEG6269358,ACC 00003248,16-10-2023,14088.48,0.0,51950.6,ATM Withdrawal,T0125
LEG1128084,00002268,01-02-2024,0.0,17810.59,90894.48,Interest Payment,T0228
LEG0731567,ACC-0000-6708,02-28-2024,0.0,3210.82,11128.14,Interest Payment,T0123
LEG8985623,ACC-0000-2227,09/28/23,0.0,3405.01,83241.46,Direct Deposit,T0235
LEG9570121,ACC 00010392,20240204,0.0,13757.65,65971.45,Monthly Fee,T0123
LEG9101893,00007341,10-23-2023,0.0,9529.98,46266.19,Transfer Out,T0185
LEG4205160,ACC 00004851,05-01-2024,0.0,5358.23,43384.97,Transfer Out,T0230
LEG5264649,ACC 00002420,20240306,0.0,18428.39,65818.6,Interest Payment,T0175
LEG0175268,00003478,19-12-2023,0.0,4440.22,42625.49,Transfer In,T0206
LEG8801810,ACC00004604,02-24-2024,0.0,8043.37,97883.99,Transfer Out,T0187
LEG9657923,ACC-0000-1334,12-01-2023,2178.02,0.0,73876.79,Monthly Fee,T0147
LEG6223042,ACC 00009987,05-03-2024,0.0,4794.87,68997.97,Refund,T0229
LEG1090246,00005760,09/23/23,0.0,13005.37,79667.7,Online Purchase,T0214
LEG3453585,ACC 00008756,23-12-2023,0.0,17716.54,42299.56,Online Purchase,T0125
LEG3469888,ACC 00002318,10/16/23,14764.97,0.0,41659.02,Direct Deposit,T0151
LEG6247854,ACC 00005048,20240226,0.0,6309.66,50390.8,Online Purchase,T0116
LEG5213143,ACC 00004238,20231004,1223.53,0.0,61714.5,Wire Transfer,T0222
LEG4545241,ACC 00003349,18-02-2024,13160.3,0.0,16525.42,Transfer In,T0176
LEG9272763,ACC-0000-4084,30-01-2024,0.0,22579.6,35683.73,Card Purchase,T0187
LEG7848483,ACC00008665,29-09-2023,17642.18,0.0,33451.33,Check Deposit,T0173
LEG6321939,ACC-0000-6087,04/02/24,13178.99,0.0,64739.82,Interest Payment,T0110
LEG2013279,ACC00002099,20240224,-22183.19,0.0,27873.92,Wire Transfer,T0182
LEG6988738,00002952,09-21-2023,0.0,8093.68,55792.09,Card Purchase,T0230
LEG8281671,ACC00010719,02-26-2024,9612.34,0.0,13023.45,Card Purchase,T0161
LEG2343281,ACC 00008224,01/01/24,16901.43,0.0,51842.23,Transfer Out,T0113
LEG1662348,ACC00001676,01/20/24,0.0,24456.43,14859.37,ATM Withdrawal,T0249
LEG1071004,ACC-0000-5860,23-10-2023,9289.96,0.0,59037.99,ATM Withdrawal,T0197
LEG1552091,ACC00002343,11-19-2023,9700.85,0.0,4111.71,Wire Transfer,T0128
LEG3993002,ACC-0000-9069,20231216,17446.68,0.0,5753.12,Refund,T0153
LEG4189943,00008641,03/12/24,0.0,24926.56,14330.33,Check Deposit,T0158
LEG0475560,00001379,20240403,12436.6,0.0,72761.94,Card Purchase,T0151
LEG6233636,ACC 00004340,02-06-2024,5090.48,0.0,81989.7,Transfer Out,T0127
LEG5612210,ACC 00009493,02/19/24,0.0,8058.38,72936.11,Online Purchase,T0231
LEG5861070,00007076,18-09-2023,6594.91,0.0,85144.0,Direct Deposit,T0241
LEG5690546,ACC-0001-0737,10-07-2023,0.0,16378.2,70848.62,ATM Withdrawal,T0220
LEG6671996,ACC-0000-1763,02/07/24,22277.3,0.0,54715.1,Direct Deposit,T0132
LEG8578976,ACC 00001503,01-10-2023,9942.81,0.0,62000.12,Bill Payment,T0177
LEG6205745,00003569,10/08/23,0.0,22358.03,59798.35,Wire Transfer,T0127
LEG8380033,ACC 00004502,09-02-2024,0.0,12339.12,76035.57,ATM Withdrawal,T0218
LEG7096286,ACC 00005241,03-07-2024,0.0,20028.94,68359.79,Monthly Fee,T0106
LEG6501388,00009937,07-10-2023,0.0,20115.95,55260.63,Online Purchase,T0207
LEG0410253,ACC-0000-8812,11-12-2023,0.0,13208.92,44040.11,ATM Withdrawal,T0221
LEG2680009,ACC 00009038,01/13/24,19864.17,0.0,45945.13,Check Deposit,T0175
LEG4435579,ACC 00008134,02/05/24,8482.05,0.0,36008.0,Direct Deposit,T0117
LEG6174854,ACC00005179,02-29-2024,0.0,16745.06,73832.48,Interest Payment,T0245
LEG3861672,ACC-0000-6596,04-03-2024,5119.15,0.0,50764.17,ATM Withdrawal,T0164
LEG7942957,ACC 00005667,20240212,0.0,19663.78,65498.97,Online Purchase,T0230
LEG9631436,00007739,09-27-2023,10912.96,0.0,13155.22,Card Purchase,T0181
LEG4352787,00008720,20231105,15724.69,0.0,29175.06,Card Purchase,T0135
LEG8370886,ACC 00007701,01/14/24,5495.41,0.0,85211.63,Wire Transfer,T0241
LEG4936912,ACC 00005936,11/01/23,0.0,6267.34,48054.95,Check Deposit,T0188
LEG7654230,ACC-0001-0374,20231122,10458.48,0.0,15074.46,ATM Withdrawal,
LEG1100900,ACC-0000-4389,11-11-2023,0.0,16364.83,48342.15,Card Purchase,T0108
