payment_ref,account_no,payment_datetime,payment_amount,currency,merchant_code,auth_code,settlement_date
PGS079823461707,ACC00001732,20240215114608,2494.44,USD,MER01321,AUTH5333,20240217114608
PGS380780478250,ACC00005952,04/19/2024 12:22 AM,2428.36,AUD,MER01287,AUTH6398,04/20/2024 12:22 AM
PGS673200900856,ACC00003410,2024-04-16 12:32:03,5522.51,CAD,MER01449,AUTH7156,2024-04-19 12:32:03
PGS832076364870,ACC00001700,20240318162410,9363.23,AUD,MER01182,AUTH9610,20240319162410
PGS302356439230,ACC00005250,02/17/2024 11:23 AM,10511.68,CAD,MER01606,AUTH9518,02/18/2024 11:23 AM
PGS527097649890,ACC00010107,2024-01-31 17:58:41,1353.8,EUR,MER01298,AUTH4418,2024-02-02 17:58:41
PGS999897629762,ACC00007433,04/24/2024 05:54 AM,4847.24,CAD,MER01646,,04/27/2024 05:54 AM
PGS658585417056,ACC00004465,20240423154904,4019.2,EUR,MER01596,AUTH7749,20240424154904
PGS245444189965,ACC00004621,2024-02-20 08:39:58,3888.1,GBP,MER01492,AUTH3282,2024-02-23 08:39:58
PGS295487340506,ACC00001427,21-Mar-2024 14:00,1470.54,GBP,MER01982,AUTH2534,24-Mar-2024 14:00
PGS510070302542,ACC00002021,01/06/2024 05:06 PM,11211.82,AUD,MER01855,AUTH4237,01/07/2024 05:06 PM
PGS692505341491,ACC00006233,05/01/2024 06:57 PM,6168.58,AUD,MER01220,AUTH0189,05/04/2024 06:57 PM
PGS305270325510,ACC00006381,2024-01-22 21:55:57,738.45,USD,MER01105,AUTH9819,2024-01-25 21:55:57
PGS063155891221,ACC00003087,08/02/2024 14:59:59,2511.68,CAD,MER01483,AUTH0673,10/02/2024 14:59:59
PGS828735886838,ACC00009020,20240508162404,5709.95,USD,MER01423,AUTH7021,20240509162404
PGS158570760627,ACC00005978,20240219205254,3131.42,GBP,MER01473,AUTH3875,20240220205254
PGS276500693737,ACC00006670,2024-02-15 17:14:54,4015.53,USD,MER01458,AUTH8425,
PGS796637736638,ACC00009232,02/03/2024 09:42 PM,100.81,GBP,MER01882,AUTH5109,02/06/2024 09:42 PM
PGS564195590946,ACC00007571,2024-02-13 11:03:51,660.06,CAD,MER01133,AUTH5388,2024-02-16 11:03:51
PGS673937408200,ACC00005333,2024-03-27 14:12:13,7325.33,AUD,MER01970,AUTH3167,2024-03-30 14:12:13
PGS438714907517,ACC00005099,20240414022907,4306.29,EUR,MER01549,AUTH9226,
PGS062765515216,ACC00006454,2024-04-05 06:31:45,4708.81,CAD,MER01860,AUTH4794,2024-04-08 06:31:45
PGS700954991700,ACC00003717,2024-03-30 07:32:49,1898.82,AUD,MER01476,AUTH3805,2024-03-31 07:32:49
PGS750870931328,ACC00004985,16/04/2024 01:07:38,2883.49,AUD,MER01432,AUTH6728,19/04/2024 01:07:38
PGS099291284361,ACC00009247,2024-01-07 07:50:24,11673.25,AUD,MER01392,AUTH7551,2024-01-08 07:50:24
PGS312449102323,ACC00007637,2024-01-11 04:52:29,4778.38,AUD,MER01554,AUTH2756,2024-01-14 04:52:29
PGS378990997529,ACC00006327,20240413083034,7337.75,AUD,MER01818,AUTH0899,20240415083034
PGS597658895163,ACC00005268,17/05/2024 22:29:20,2618.0,USD,MER01168,AUTH5120,18/05/2024 22:29:20
PGS039976529134,ACC00005654,20240225043509,1764.16,GBP,MER01376,AUTH0209,20240228043509
PGS668766867687,ACC00002135,16/05/2024 04:46:07,9097.48,AUD,MER01770,AUTH3914,17/05/2024 04:46:07
PGS530126688196,ACC00005113,2024-02-25 04:03:45,9325.3,CAD,MER01158,,2024-02-26 04:03:45
PGS319824337449,ACC00007495,2024-04-21 14:43:07,5499.38,USD,MER01177,AUTH9929,2024-04-24 14:43:07
PGS907800040045,ACC00007367,21/03/2024 19:31:59,4987.25,AUD,MER01637,AUTH8638,22/03/2024 19:31:59
PGS748006443381,ACC00006401,2024-05-06 11:45:56,6584.87,EUR,MER01540,AUTH4639,2024-05-08 11:45:56
PGS729712399671,ACC00006835,2024-01-27 04:35:01,2389.17,GBP,MER01971,AUTH6445,2024-01-29 04:35:01
PGS872701322670,ACC00001664,16/03/2024 07:46:57,8872.47,CAD,MER01020,AUTH4756,17/03/2024 07:46:57
PGS380622181301,ACC00001993,2024-04-13 08:59:47,4997.88,USD,MER01119,,2024-04-15 08:59:47
PGS366566570725,ACC00001125,06/02/2024 06:46:59,5290.14,USD,MER01714,AUTH5357,09/02/2024 06:46:59
PGS054732546424,ACC00002064,25/05/2024 17:32:38,4328.21,GBP,MER01752,AUTH4659,26/05/2024 17:32:38
PGS083180860874,ACC00007772,01/07/2024 08:41 PM,2303.73,CAD,MER01290,AUTH7594,01/10/2024 08:41 PM
PGS065502968211,ACC00001059,2024-05-24 04:33:48,763.08,GBP,MER01413,AUTH0519,2024-05-27 04:33:48
PGS011276398402,ACC00004148,20240105014133,11891.53,AUD,MER01041,,20240108014133
PGS205907239311,ACC00005720,2024-02-01 06:47:37,9982.76,USD,MER01759,AUTH7413,2024-02-02 06:47:37
PGS175286737013,ACC00005347,2024-04-25 16:43:35,3109.01,USD,MER01667,,2024-04-27 16:43:35
PGS951466064677,ACC00010729,22-Apr-2024 23:52,1140.59,AUD,MER01834,AUTH3954,23-Apr-2024 23:52
PGS324536380518,ACC00004692,10/03/2024 16:14:34,7306.75,AUD,MER01652,,13/03/2024 16:14:34
PGS108173024741,ACC00002452,20231230024646,4498.38,GBP,MER01366,AUTH8252,
PGS245574402413,ACC00007817,26-Jan-2024 23:23,6410.06,GBP,MER01380,AUTH5241,27-Jan-2024 23:23
PGS558669272782,ACC00001422,20231227075244,3376.66,USD,MER01707,AUTH3110,
PGS396077193855,ACC00001064,30-Apr-2024 09:18,279.89,CAD,MER01257,AUTH6446,02-May-2024 09:18
PGS853878301983,ACC00002792,2024-05-01 13:46:12,3820.33,GBP,MER01179,,2024-05-04 13:46:12
PGS567904006838,ACC00010734,2024-03-04 06:24:39,5612.78,GBP,MER01164,AUTH2051,2024-03-06 06:24:39
PGS021659637493,ACC00003118,20240310174251,7722.86,USD,MER01030,AUTH8402,20240311174251
PGS476440772108,ACC00003089,05/01/2024 03:50:07,4395.81,CAD,MER01134,AUTH7031,08/01/2024 03:50:07
PGS489191583210,ACC00009471,01/28/2024 05:51 AM,9774.13,USD,MER01932,,01/30/2024 05:51 AM
PGS676303486049,ACC00006459,20240120021825,8146.22,USD,MER01207,AUTH5229,
PGS791121499708,ACC00007759,20240216113153,4954.86,EUR,MER01450,AUTH5144,20240218113153
PGS103188984316,ACC00010266,31-Mar-2024 03:51,623.97,GBP,MER01353,AUTH3888,01-Apr-2024 03:51
PGS461283145998,ACC00005251,04-Apr-2024 23:23,6013.29,GBP,MER01971,AUTH4142,06-Apr-2024 23:23
PGS913492212874,ACC00001739,04/09/2024 09:37 PM,6304.03,AUD,MER01385,AUTH5183,04/10/2024 09:37 PM
PGS002302735608,ACC00009054,01/23/2024 06:00 PM,8081.21,AUD,MER01390,AUTH1808,01/24/2024 06:00 PM
PGS601467632101,ACC00004172,20240518172217,580.99,EUR,MER01385,AUTH8566,20240520172217
PGS952765267692,ACC00009577,20231228103855,4631.5,USD,MER01756,AUTH8328,20231230103855
PGS617559583537,ACC00004938,01/04/2024 04:51 AM,4288.82,USD,MER01835,AUTH9422,01/07/2024 04:51 AM
PGS401332115258,ACC00004464,2024-03-23 03:18:05,2351.37,USD,MER01679,AUTH0448,2024-03-24 03:18:05
PGS769872218258,ACC00001015,24/04/2024 20:21:31,6290.5,USD,MER01159,AUTH8374,27/04/2024 20:21:31
PGS766936477714,ACC00002893,20240524203209,8392.44,USD,MER01932,AUTH6261,20240525203209
PGS970653232540,ACC00007153,25-Apr-2024 23:32,2206.42,EUR,MER01161,AUTH1654,26-Apr-2024 23:32
PGS717266918983,ACC00008189,20240501011249,4563.78,EUR,MER01357,AUTH9391,
PGS621593578420,ACC00001327,20240309072412,7301.1,GBP,MER01809,AUTH8162,20240311072412
PGS302161624123,ACC00005942,20240523125010,6620.6,USD,MER01610,AUTH2924,20240526125010
PGS073721089752,ACC00004435,2024-04-13 12:37:15,9651.53,AUD,MER01754,AUTH6587,2024-04-14 12:37:15
PGS335727502671,ACC00005136,20240111144411,4588.41,CAD,MER01175,AUTH8859,20240113144411
PGS264434114074,ACC00009779,25-Feb-2024 01:11,8833.15,AUD,MER01059,AUTH5874,26-Feb-2024 01:11
PGS952671076361,ACC00010952,2024-04-06 11:17:22,659.38,GBP,MER01040,AUTH8130,2024-04-08 11:17:22
PGS290484178857,ACC00005207,01/05/2024 08:25 PM,2287.39,USD,MER01797,AUTH6208,01/06/2024 08:25 PM
PGS386439424190,ACC00006283,05/03/2024 09:14:02,6959.93,AUD,MER01402,AUTH6594,08/03/2024 09:14:02
PGS131661818621,ACC00006062,28/04/2024 06:36:49,8564.27,USD,MER01337,AUTH8849,30/04/2024 06:36:49
PGS056599337718,ACC00006131,02/27/2024 02:35 AM,3587.72,USD,MER01901,AUTH8729,03/01/2024 02:35 AM
PGS374344064401,ACC00010544,09/05/2024 22:28:41,1225.91,AUD,MER01793,AUTH0950,11/05/2024 22:28:41
PGS690091857433,ACC00002795,20240210063705,616.78,USD,MER01904,AUTH6210,20240212063705
PGS469109493038,ACC00009421,04-Feb-2024 06:55,1213.24,GBP,MER01175,AUTH1123,05-Feb-2024 06:55
PGS397029060302,ACC00003215,2024-04-29 03:06:34,4417.5,USD,MER01163,AUTH8638,2024-05-02 03:06:34
PGS272070314575,ACC00003810,20240221000747,5682.56,USD,MER01323,AUTH1046,20240222000747
PGS550362123940,ACC00006214,20240129033114,7637.61,CAD,MER01415,AUTH5329,20240130033114
PGS212783474415,ACC00004324,2024-05-10 15:07:03,72.17,CAD,MER01640,AUTH5279,2024-05-13 15:07:03
PGS124718145246,ACC00001951,10-Mar-2024 18:30,5483.2,EUR,MER01794,AUTH2033,13-Mar-2024 18:30
PGS819758763752,ACC00008655,20240321041354,3230.26,EUR,MER01870,AUTH5400,20240322041354
PGS858323219617,ACC00010789,01/12/2024 04:07 AM,430.13,GBP,MER01269,AUTH5594,01/14/2024 04:07 AM
PGS209738576376,ACC00006594,2024-04-23 06:08:09,3717.62,EUR,MER01206,AUTH4661,2024-04-25 06:08:09
PGS157746225647,ACC00009608,05/01/2024 03:19 AM,901.05,GBP,MER01756,AUTH1582,05/03/2024 03:19 AM
PGS426182537494,ACC00001837,03-Jan-2024 06:05,2881.85,CAD,MER01872,AUTH4715,06-Jan-2024 06:05
PGS450143198160,ACC00005608,2024-02-26 19:23:44,2707.82,GBP,MER01995,AUTH8407,2024-02-29 19:23:44
PGS131536598254,ACC00003106,2024-03-10 06:14:53,7875.6,GBP,MER01962,AUTH6892,2024-03-12 06:14:53
PGS026307626604,ACC00001052,14-Jan-2024 05:41,4302.88,USD,MER01774,AUTH0701,15-Jan-2024 05:41
PGS486373967174,ACC00003879,27/03/2024 11:29:34,3621.26,CAD,MER01859,AUTH6885,28/03/2024 11:29:34
PGS394676466125,ACC00001892,2024-03-10 20:29:39,2533.48,EUR,MER01197,AUTH3635,2024-03-11 20:29:39
PGS781325996353,ACC00008685,29/04/2024 00:51:49,4382.8,AUD,MER01283,,30/04/2024 00:51:49
PGS908658341537,ACC00006349,05/07/2024 10:07 AM,3286.3,EUR,MER01249,AUTH5550,05/10/2024 10:07 AM
PGS068728233047,ACC00006383,27-Mar-2024 17:45,9914.24,AUD,MER01770,AUTH1567,28-Mar-2024 17:45
PGS113029818253,ACC00003773,10-May-2024 21:33,4640.27,GBP,MER01304,AUTH9340,13-May-2024 21:33
PGS622983778515,ACC00001536,13/04/2024 14:03:24,5408.08,CAD,MER01960,,14/04/2024 14:03:24
PGS899173413395,ACC00009823,20240109124559,7549.75,CAD,MER01840,AUTH1823,20240112124559
PGS152634660970,ACC00003239,01/10/2024 07:08 PM,1227.67,USD,MER01747,AUTH5299,01/12/2024 07:08 PM
PGS368636046349,ACC00008278,20240214140333,3329.12,AUD,MER01356,AUTH8447,20240216140333
PGS353107634642,ACC00001225,04/01/2024 11:02 PM,4831.7,EUR,MER01437,,04/04/2024 11:02 PM
PGS876122998927,ACC00004878,22-Apr-2024 14:10,4217.85,CAD,MER01640,AUTH8386,25-Apr-2024 14:10
PGS068487570526,ACC00005870,02/05/2024 11:33 AM,7568.39,GBP,MER01703,AUTH3596,02/08/2024 11:33 AM
PGS026327785885,ACC00010837,23-Apr-2024 11:19,4080.84,AUD,MER01972,AUTH4171,24-Apr-2024 11:19
PGS605638534996,ACC00003400,2024-03-17 15:17:56,2058.72,USD,MER01521,AUTH8900,
PGS343261643565,ACC00007486,15-Mar-2024 08:59,6434.07,USD,MER01014,AUTH9372,16-Mar-2024 08:59
PGS218888797584,ACC00004228,14-Jan-2024 06:13,7007.1,EUR,MER01155,AUTH4145,16-Jan-2024 06:13
PGS090973843125,ACC00009400,20240328213320,6218.03,CAD,MER01180,AUTH6201,20240331213320
PGS761564275793,ACC00006578,2024-02-12 16:35:48,9970.78,USD,MER01592,AUTH4909,2024-02-15 16:35:48
PGS536175541314,ACC00006200,05/22/2024 11:08 PM,3304.65,CAD,MER01624,AUTH5831,
PGS901334515902,ACC00003364,02-Feb-2024 19:13,2391.26,GBP,MER01370,AUTH7781,04-Feb-2024 19:13
PGS554735950684,ACC00001097,20240425023649,9988.54,AUD,MER01629,,20240426023649
PGS099125423038,ACC00002947,05/02/2024 09:50 PM,10702.44,CAD,MER01335,AUTH0313,05/05/2024 09:50 PM
PGS935379191646,ACC00006810,09-May-2024 16:05,3954.99,USD,MER01013,AUTH7280,11-May-2024 16:05
PGS012262226229,ACC00009863,25-May-2024 08:36,4658.41,USD,MER01557,AUTH8868,26-May-2024 08:36
PGS026692398670,ACC00004580,20/04/2024 21:12:36,8028.36,USD,MER01432,AUTH6114,23/04/2024 21:12:36
PGS358654435516,ACC00010261,2024-02-22 04:17:33,4253.05,USD,MER01657,AUTH7210,2024-02-23 04:17:33
PGS449280079856,ACC00009457,18/01/2024 23:53:31,7761.24,AUD,MER01143,,20/01/2024 23:53:31
PGS525627812165,ACC00010239,03/14/2024 05:46 AM,170.06,CAD,MER01694,AUTH1947,03/17/2024 05:46 AM
PGS955972819933,ACC00009600,24/02/2024 11:01:57,5004.87,AUD,MER01130,,
PGS993165493669,ACC00004130,04/02/2024 05:59 PM,4667.33,USD,MER01995,AUTH6092,04/05/2024 05:59 PM
PGS910537203039,ACC00006095,2024-04-03 07:17:32,9449.87,USD,MER01467,AUTH5707,2024-04-04 07:17:32
PGS134386928582,ACC00009038,20240319025205,7368.69,EUR,MER01064,AUTH7932,
PGS707294640009,ACC00004838,20240215180253,4863.96,AUD,MER01734,AUTH8335,20240217180253
PGS283636815440,ACC00002572,07-May-2024 22:33,4606.56,USD,MER01966,AUTH8476,09-May-2024 22:33
PGS980294784820,ACC00001121,04/07/2024 10:44 PM,5898.25,GBP,MER01693,AUTH5026,04/10/2024 10:44 PM
PGS659318766281,ACC00003667,06-Mar-2024 16:01,3119.33,EUR,MER01171,AUTH9399,08-Mar-2024 16:01
PGS644823275792,ACC00002392,03/17/2024 05:01 AM,9221.61,CAD,MER01695,AUTH3488,03/19/2024 05:01 AM
PGS288692081985,ACC00010333,2024-02-27 02:38:52,11109.64,AUD,MER01351,AUTH9747,2024-02-28 02:38:52
PGS727472218876,ACC00010842,20240204073205,3962.07,USD,MER01313,AUTH0559,
PGS860774187459,ACC00004785,24-Jan-2024 16:19,1773.81,AUD,MER01220,AUTH4294,27-Jan-2024 16:19
PGS694431316603,ACC00001642,20240117113258,5554.63,USD,MER01682,AUTH2546,20240120113258
PGS540090222070,ACC00006354,2023-12-30 21:06:27,233.55,CAD,MER01576,AUTH1466,2024-01-01 21:06:27
PGS552068289535,ACC00009764,24/03/2024 07:41:12,427.02,GBP,MER01352,AUTH6244,25/03/2024 07:41:12
PGS459733716682,ACC00003760,20240203152304,1588.09,CAD,MER01423,AUTH9477,20240204152304
PGS857523530314,ACC00002771,20240420003522,6118.73,EUR,MER01741,AUTH6219,20240423003522
PGS990813745033,ACC00009260,2024-04-10 17:00:48,1819.62,USD,MER01705,AUTH2571,2024-04-13 17:00:48
PGS606073088238,ACC00003895,2024-03-16 14:38:06,4554.3,AUD,MER01566,AUTH2792,2024-03-19 14:38:06
PGS036944644533,ACC00004368,29/02/2024 04:51:20,2211.69,GBP,MER01300,AUTH3266,02/03/2024 04:51:20
PGS973787129267,ACC00009520,2024-04-30 11:55:57,1901.78,EUR,MER01723,,2024-05-03 11:55:57
PGS948242261018,ACC00006936,20240217213822,11602.24,CAD,MER01115,AUTH4660,20240220213822
PGS127278931433,ACC00001902,22/02/2024 05:23:44,2151.24,USD,MER01442,,24/02/2024 05:23:44
PGS908404198719,ACC00002956,2024-01-16 05:35:40,3660.66,CAD,MER01771,AUTH1931,2024-01-19 05:35:40
PGS293379015824,ACC00008676,20240330020659,6490.93,EUR,MER01988,AUTH2037,20240331020659
PGS417004479092,ACC00007474,04/04/2024 09:27 AM,6042.21,USD,MER01449,AUTH6116,04/06/2024 09:27 AM
PGS574210350934,ACC00010997,04-Mar-2024 16:02,3861.45,EUR,MER01620,AUTH9720,07-Mar-2024 16:02
PGS710101232220,ACC00007488,11-Jan-2024 03:32,5132.59,GBP,MER01739,AUTH2824,12-Jan-2024 03:32
PGS789936703173,ACC00008586,03/04/2024 19:11:47,2079.71,EUR,MER01863,AUTH1720,04/04/2024 19:11:47
PGS645528449204,ACC00009895,21/01/2024 05:15:49,3587.59,AUD,MER01025,AUTH7837,24/01/2024 05:15:49
PGS564571869968,ACC00003293,20240314181245,4170.19,AUD,MER01950,AUTH7960,20240316181245
PGS585020178373,ACC00002389,02/11/2024 11:39 PM,3120.99,CAD,MER01121,AUTH8250,02/12/2024 11:39 PM
PGS727430089911,ACC00003191,22-Feb-2024 10:25,1395.33,AUD,MER01437,AUTH7860,24-Feb-2024 10:25
PGS542340761119,ACC00003211,2024-05-06 01:06:47,3801.1,EUR,MER01725,AUTH7346,2024-05-08 01:06:47
PGS475392075024,ACC00001662,05-Feb-2024 00:30,5463.34,CAD,MER01650,AUTH6236,06-Feb-2024 00:30
PGS109990153059,ACC00005193,2024-04-25 15:44:04,6427.43,AUD,MER01134,AUTH0942,2024-04-28 15:44:04
PGS820195877941,ACC00006350,14-Apr-2024 14:13,1932.43,EUR,MER01350,AUTH8466,17-Apr-2024 14:13
PGS140139613692,ACC00007147,20231228015127,6080.81,USD,MER01352,AUTH9147,20231231015127
PGS785558024870,ACC00004563,07-Jan-2024 01:04,1519.62,GBP,MER01599,AUTH6810,10-Jan-2024 01:04
PGS380833133754,ACC00002403,15-Feb-2024 20:50,269.15,GBP,MER01305,AUTH4939,18-Feb-2024 20:50
PGS681496402915,ACC00008395,2024-03-04 03:58:59,3618.13,USD,MER01357,AUTH7938,2024-03-05 03:58:59
PGS574182804805,ACC00003002,20240305142814,353.32,AUD,MER01741,AUTH2767,20240307142814
PGS429813098789,ACC00006838,05/02/2024 11:05 PM,5363.06,GBP,MER01142,AUTH6531,05/03/2024 11:05 PM
PGS500942086522,ACC00003641,20240126025950,3423.46,GBP,MER01885,,20240127025950
PGS319077424027,ACC00010634,01/09/2024 09:02 PM,7349.03,EUR,MER01881,AUTH6732,01/10/2024 09:02 PM
PGS527012669404,ACC00001515,06/04/2024 23:16:23,1593.88,EUR,MER01307,AUTH1328,08/04/2024 23:16:23
PGS769084456615,ACC00008244,2023-12-29 09:12:21,5109.51,USD,MER01918,,2023-12-30 09:12:21
PGS869110495112,ACC00002954,09-May-2024 10:56,7114.47,EUR,MER01242,,10-May-2024 10:56
PGS798465850401,ACC00009350,10-Apr-2024 15:36,6624.59,CAD,MER01600,AUTH3263,13-Apr-2024 15:36
PGS007549686103,ACC00007382,20240501125511,6051.17,EUR,MER01927,,20240503125511
PGS457108306719,ACC00009710,06/04/2024 14:37:03,1620.5,GBP,MER01766,AUTH0947,09/04/2024 14:37:03
PGS460361666774,ACC00006816,19-Feb-2024 21:59,6428.93,GBP,MER01289,AUTH1450,
PGS535650818273,ACC00001858,24/02/2024 21:07:54,4317.93,CAD,MER01537,,27/02/2024 21:07:54
PGS246095489991,ACC00007444,2024-04-11 01:05:37,6658.76,GBP,MER01101,AUTH9775,2024-04-14 01:05:37
PGS680567186783,ACC00009220,20240309114317,3545.34,USD,MER01221,AUTH8843,20240310114317
PGS437705103411,ACC00002120,2024-01-23 00:55:14,1236.14,GBP,MER01430,AUTH8711,2024-01-25 00:55:14
PGS413014862646,ACC00001352,07/04/2024 01:15:08,7206.07,USD,MER01361,AUTH4499,10/04/2024 01:15:08
PGS327314616654,ACC00010614,2024-02-22 19:01:19,4147.03,GBP,MER01039,AUTH1914,2024-02-24 19:01:19
PGS914237432155,ACC00002359,03/24/2024 03:37 PM,2260.36,EUR,MER01259,AUTH9010,03/25/2024 03:37 PM
PGS509313866162,ACC00004086,26/02/2024 17:39:08,5617.1,GBP,MER01517,AUTH1242,27/02/2024 17:39:08
PGS060388496045,ACC00010865,20240403081816,3007.92,EUR,MER01069,AUTH3658,20240405081816
PGS334723367974,ACC00004859,26/01/2024 23:28:53,2077.22,USD,MER01636,AUTH4977,27/01/2024 23:28:53
PGS084846296627,ACC00010201,20240228130637,990.34,EUR,MER01019,AUTH6927,20240301130637
PGS168961549268,ACC00008622,20240112191856,4619.27,AUD,MER01084,AUTH5645,
PGS583498540517,ACC00010592,26-Jan-2024 06:04,6155.91,AUD,MER01136,AUTH5768,28-Jan-2024 06:04
PGS726558609825,ACC00006128,20240122213304,5053.42,USD,MER01016,AUTH1109,20240123213304
PGS021629701593,ACC00005399,02/26/2024 04:00 AM,5911.99,GBP,MER01903,AUTH0903,02/28/2024 04:00 AM
PGS810273646469,ACC00009735,26/01/2024 03:00:14,5599.09,USD,MER01761,AUTH7180,27/01/2024 03:00:14
PGS594516265559,ACC00004070,06-May-2024 11:11,2297.9,USD,MER01699,AUTH4544,09-May-2024 11:11
PGS193053133818,ACC00003037,2024-02-25 00:49:08,3339.55,CAD,MER01755,AUTH3051,2024-02-28 00:49:08
PGS817065695410,ACC00003658,20240330223718,2092.99,CAD,MER01230,AUTH1170,20240401223718
PGS920903889156,ACC00002428,03/02/2024 00:49:47,6754.8,CAD,MER01952,AUTH1306,04/02/2024 00:49:47
PGS425582769116,ACC00010384,2024-05-03 05:40:41,8446.01,EUR,MER01352,AUTH4682,2024-05-04 05:40:41
PGS454852702351,ACC00008855,11-Apr-2024 16:16,7490.48,EUR,MER01872,AUTH5933,12-Apr-2024 16:16
PGS269651089718,ACC00004283,05-Mar-2024 01:47,4939.27,AUD,MER01839,AUTH0057,08-Mar-2024 01:47
PGS031212218288,ACC00001271,16-May-2024 12:05,7528.04,EUR,MER01928,,19-May-2024 12:05
PGS395817213293,ACC00008787,01/02/2024 07:39 PM,2838.15,EUR,MER01376,AUTH7804,01/03/2024 07:39 PM
PGS279540066307,ACC00004811,20240208080410,7969.82,CAD,MER01710,AUTH6717,20240209080410
PGS294468672160,ACC00008687,20240303015738,6559.62,GBP,MER01152,AUTH9258,20240304015738
PGS396195580544,ACC00007622,09-Mar-2024 15:53,7695.89,CAD,MER01243,AUTH6763,10-Mar-2024 15:53
PGS270689268851,ACC00008061,2024-03-09 15:11:08,9337.18,AUD,MER01831,AUTH5479,2024-03-10 15:11:08
PGS302981298060,ACC00005945,25-May-2024 21:42,6980.64,GBP,MER01314,AUTH8728,27-May-2024 21:42
PGS754434140926,ACC00003801,15/01/2024 01:41:45,5395.27,AUD,MER01762,AUTH0678,16/01/2024 01:41:45
PGS139372974532,ACC00008689,01/02/2024 09:06 PM,11247.08,AUD,MER01296,AUTH6720,01/03/2024 09:06 PM
PGS010765642021,ACC00008249,04/16/2024 09:12 AM,3019.63,CAD,MER01033,AUTH2436,04/19/2024 09:12 AM
PGS798277134135,ACC00009189,30/03/2024 03:49:51,8835.46,CAD,MER01219,,01/04/2024 03:49:51
PGS484470563628,ACC00010196,23/04/2024 09:03:38,5815.56,USD,MER01052,AUTH1269,26/04/2024 09:03:38
PGS282613803002,ACC00002747,20240426121701,11046.04,AUD,MER01759,AUTH2049,20240429121701
PGS993119549157,ACC00006591,04/14/2024 11:05 AM,81.76,AUD,MER01385,AUTH0441,04/16/2024 11:05 AM
PGS563558312743,ACC00001434,2024-03-11 22:02:58,8622.65,CAD,MER01033,,2024-03-14 22:02:58
PGS841197095655,ACC00003539,31-Mar-2024 09:37,2990.04,CAD,MER01802,AUTH3708,02-Apr-2024 09:37
PGS375290738224,ACC00005210,24-Mar-2024 16:20,1639.72,CAD,MER01454,AUTH9100,27-Mar-2024 16:20
PGS761192030278,ACC00004198,21/04/2024 01:41:42,4234.48,EUR,MER01092,AUTH6988,22/04/2024 01:41:42
PGS428494624164,ACC00005573,2024-01-07 07:30:52,6264.84,EUR,MER01635,AUTH4604,2024-01-10 07:30:52
PGS770078913621,ACC00006387,2024-01-04 21:33:37,6765.19,AUD,MER01742,AUTH5474,2024-01-05 21:33:37
PGS080358440174,ACC00001461,05/04/2024 17:43:57,9702.16,AUD,MER01691,AUTH0120,07/04/2024 17:43:57
PGS090435734983,ACC00006717,01/17/2024 06:13 PM,5485.68,EUR,MER01831,AUTH0035,01/19/2024 06:13 PM
PGS538418557129,ACC00010002,17-Feb-2024 01:42,8759.16,EUR,MER01729,AUTH1179,20-Feb-2024 01:42
PGS312671804863,ACC00010070,24-Feb-2024 19:56,4550.99,GBP,MER01863,,26-Feb-2024 19:56
PGS374827946000,ACC00007952,20/03/2024 14:08:51,6532.6,USD,MER01823,,
PGS356621571740,ACC00001311,2024-02-04 02:46:09,5780.38,AUD,MER01728,,2024-02-06 02:46:09
PGS196843444441,ACC00004061,17-Apr-2024 15:26,6727.33,EUR,MER01703,,18-Apr-2024 15:26
PGS747614531232,ACC00009382,12/27/2023 10:42 AM,6242.03,CAD,MER01593,,12/28/2023 10:42 AM
PGS667307694395,ACC00005861,02/13/2024 10:36 AM,6757.2,EUR,MER01436,AUTH0181,02/14/2024 10:36 AM
PGS367805833167,ACC00006819,2024-05-19 06:51:35,1786.38,EUR,MER01996,AUTH1241,2024-05-22 06:51:35
PGS509190287055,ACC00004708,05/05/2024 09:35:10,6272.05,CAD,MER01050,AUTH2067,07/05/2024 09:35:10
PGS136088352011,ACC00001805,20240102223019,6035.67,AUD,MER01431,AUTH0170,20240103223019
PGS356921165546,ACC00007293,20240506194258,9.5,GBP,MER01964,AUTH3304,20240508194258
PGS471486835129,ACC00002714,26-Jan-2024 23:02,6484.61,AUD,MER01728,AUTH6467,27-Jan-2024 23:02
PGS669261614023,ACC00006628,20240402195448,285.34,GBP,MER01777,AUTH3690,20240404195448
PGS565645602882,ACC00003929,2024-01-28 11:00:50,1983.24,AUD,MER01853,AUTH1792,2024-01-30 11:00:50
PGS039360122336,ACC00002495,04/02/2024 06:20:54,1105.93,CAD,MER01671,AUTH3726,05/02/2024 06:20:54
PGS218313939594,ACC00008144,2024-01-28 13:52:57,5453.33,USD,MER01328,AUTH7832,2024-01-31 13:52:57
PGS453639701016,ACC00006509,20-May-2024 17:05,5088.79,EUR,MER01248,AUTH6285,23-May-2024 17:05
PGS173374224642,ACC00010201,28/04/2024 18:42:18,5503.49,CAD,MER01417,AUTH9066,30/04/2024 18:42:18
PGS959557928646,ACC00003011,23/03/2024 00:50:17,5313.9,CAD,MER01863,AUTH6781,26/03/2024 00:50:17
PGS087017162633,ACC00004565,20/02/2024 20:40:23,1658.85,CAD,MER01402,AUTH8888,22/02/2024 20:40:23
PGS816111470278,ACC00004558,20240224073446,4615.23,GBP,MER01322,AUTH3104,20240226073446
